,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"714 - White potato, french fries, from frozen, deep fried",0.0,2.0123078545052673,0.0,0.5770697275035809,0.0,0.37077535376742654,0.6902984371112345,0.5611686671934807,0.0,0.10250756471368473,0.0,0.0,14.4158518655411,0.0,0.017829671349029658
"715 - White potato, mashed, NFS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.78374048521562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716 - Potato salad with egg,0.0,1.8423833869767658,0.0,0.4290493807847374,1.2401322813423266,0.0,0.0,0.8664461740464003,0.1093820211302192,0.0,0.0,0.0,0.0,0.0,0.20471912869138323
717 - Potato pancake,0.1171841672173695,0.055539958123295936,0.0,0.0,0.01935814677575557,0.0,0.3109275678912486,0.0,0.0,0.036840731356355794,0.10927562819231884,0.2179670269240347,0.0,0.22950434140474324,0.0
"718 - Potato soup, cream of, prepared with milk",0.4322434582757099,0.003962993380993115,0.0,0.0,0.5740321137806561,0.0,0.0,0.04093015938698976,0.01497022069520182,0.02833248839011099,0.19116197218031203,0.2334026100605863,0.0,0.3071516060808096,0.2255098989770897
"719 - Plantain, fried, NS as to green or ripe",0.060569823028832855,0.0,0.9887571711292087,0.0,0.0,0.0,0.0,0.0,0.7530356395966952,0.37376512556776603,0.6071740213774932,0.13230170946745098,0.0,0.7375941263004352,0.01652508094831941
"721 - Endive, chicory, escarole, or romaine lettuce, raw",6.998368855181768,0.0,0.3808943358447743,0.0,0.23365355697259155,0.0559160389962804,0.0,0.4504441162380507,0.0,0.0,0.35469708872641115,0.0,0.0,0.08526215965794548,0.0
"722 - Broccoli, cooked, from fresh, fat not added in cooking",4.593157809909755,0.0,1.143554152552003,0.0,0.0,0.0,0.0,1.426780647592557,0.4724757447578398,0.0,0.0,0.0,0.0,0.0,0.0
"723 - Broccoli cheese soup, prepared with milk",0.5449843074059499,0.0,0.0,0.09842360172815127,0.2586929277369585,0.07735815431158839,0.0,0.0,0.09084096302837484,0.06143090395136238,0.0,0.09357953065569075,0.0,0.02961353740369499,0.0
"731 - Carrots, raw",6.151570055309576,0.0,1.131589610851114,0.0,0.12742894601996796,0.29761246923314594,0.0,1.2059885744181666,0.08911365197370548,0.03474147234471228,0.09733399352836629,0.36750031368956243,0.0,0.0,0.0
"733 - Squash, winter type, baked, fat added in cooking, no sugar added in cooking",0.6644571842598604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14145836631632722,0.0015053346721246742,0.11424488814206876,0.0,0.0,0.2266579664513199,0.0
"734 - Sweetpotato, baked, peel not eaten, fat not added in cooking",1.8810373436147863,0.0,0.0,0.0,0.9833301961849674,0.0,0.0,0.02288755668683914,0.9658517887302568,0.0,0.6087392823050042,0.0321709158814733,0.0,0.06396949501992402,0.0
"741 - Tomatoes, raw",7.914763167379286,1.923407833039029,2.6433466250440047,0.8218448280526912,0.2962246760533922,0.19332324528943612,1.5042719471684416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"742 - Tomatoes, cooked, NS as to form, NS as to method",1.0827661595385032,0.0,0.0945583472470001,0.0506555176414488,0.04179992966340073,0.032887981552217664,0.23008633962814506,0.13119515280400934,0.012663456994784245,0.0,0.0,0.0,0.0,0.04513619166777078,0.0
"743 - Tomato and vegetable juice, mostly tomato",2.016482425063309,0.17318951716532135,0.0,0.506347210780296,0.1809939130211898,0.0,0.0,0.0,0.7640771732163965,0.12727975458491617,0.0,0.4377554883045957,0.0,0.0,0.0
744 - Tomato catsup,0.3701613350885282,2.758167651868179,0.8349268020525423,1.6516097028272818,0.0,1.3002750635157616,4.739056215025469,0.0,0.0,0.0,0.03438831556997898,0.0,2.935608426673492,0.08820307261236762,0.0
"745 - Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",0.46342800694503544,0.0509251159864984,0.20273841632434417,0.09971815672076877,0.0,0.0807489692983173,0.02369311630184294,0.0,0.0,0.0,0.0,0.0,0.0,0.20234817951817077,0.09456571551779672
"746 - Tomato soup, NFS",1.53250547118482,0.33275930054590314,0.0,0.0,0.0,0.0,0.12988499206544848,0.19547937035008672,0.0,0.0,0.0,0.06544177293947746,0.0,0.3959954352669176,0.0
"751 - Lettuce, raw",8.704513928233705,2.7281246074992462,2.8623141302221695,1.3450508068208473,0.37139476117566284,0.5575492102602394,1.8549258188153215,0.0,0.0,0.0,0.32654138731258586,0.0,0.0,0.008095863289628264,0.0
"752 - Corn, yellow, cooked, from fresh, fat not added in cooking",6.401914773568628,0.08395191390055287,1.4058230396013027,0.0,1.2602680653192864,0.0,0.4641185619406418,7.690256072140628,1.2184533391054186,0.0,0.0,0.0,0.0,0.009588542544128482,0.0
"753 - Mixed vegetables (corn, lima beans, peas, green beans, and carrots), cooked, from frozen, fat not added in cooking",2.568547861908932,0.10923126754433214,1.567365781774614,0.0,0.07358689291203264,0.0,0.0,0.8826996879868205,0.09036072840968004,0.0,0.0,0.0,0.0,0.007748082768742745,0.23872943796248222
"754 - Onion rings, NS as to form, batter-dipped, baked or fried",1.042470099057897,0.4470318738235786,0.1761638099525984,0.09619734745266002,0.38211213933770843,0.0,0.7401604810995197,0.9434095155018525,0.6207227993871638,0.0,0.008047794700872057,0.09452230856113633,0.32690722566267644,0.4429389196014949,0.3335248825956756
755 - Mustard,2.308615041273643,3.2849991024746705,0.37607328286848213,1.4133839885091002,0.248203065982071,0.08233283402024809,0.0,0.0,0.011926643596816704,0.0,0.0,0.0,0.0682582830257569,0.0,0.0
"756 - Vegetable soup, home recipe",3.4801959003162564,0.0,0.0,0.0,1.5525003521853369,0.0,0.14765501975985976,0.0,0.6213998118206662,0.05523896140462264,0.32009829587027294,0.6003748915741833,0.0,1.1285219469712922,0.2070213869038123
"781 - Vegetable and fruit juice blend, 100% juice, with high vitamin C plus added vitamin E and vitamin A",0.2795582213777067,0.09151924085312313,0.0,0.0,0.13730159260729377,0.0,0.0,0.0,0.13120067926900764,0.0,0.37563343597284904,0.0,0.0,0.33934470593466626,0.0
"811 - Butter, stick, salted",2.2492337515624072,2.590561934996388,0.0,0.2589225707571583,0.29339766524837063,0.0,0.0,2.392448924706754,0.3552391436689602,0.30617759683892604,0.0,0.09473760502545811,0.0,0.0,0.9425819572309794
813 - Tartar sauce,0.8567743943693256,0.17369027303442494,0.13567101096803671,0.06953201659729841,0.07293566620476745,0.0,0.0,0.23577591317691654,0.0,0.051276568067685845,0.0,0.0,0.4017719481380203,0.0,0.05987259202344611
821 - Olive oil,1.1119072526813756,0.0,0.0,0.025807783193920027,0.15621779647474,0.0,0.0,0.0,0.16351961422613878,0.0,0.01121114626685497,0.02549121322281203,0.0,0.07246921371059421,0.012331082272841838
"831 - Mayonnaise, regular",4.657488392308333,3.1787617278303504,1.4190724921492048,0.9785469701433812,0.11870253154788395,0.6069578390422086,0.0,0.10174479899821716,0.0,0.0,0.0,0.0,0.6043246713416558,0.0,0.0
"832 - Mayonnaise, low-calorie or diet",4.473340191787607,0.33898894745407643,0.7141784715613718,0.0,0.0,0.0034045405145459087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"911 - Sugar, white, granulated or lump",0.0,2.5394198580552056,1.0021194280780898,0.19950394542555602,1.1592129814844772,0.20024556752132266,2.0222375541171793,0.468430036622408,0.15543683289927385,0.9336758829997145,0.8443799638776485,0.2577686498897447,0.0,0.7861095653034174,0.0
"912 - Sugar substitute, saccharin-based, dry powder and tablets",0.32903464856816866,0.6099897177010273,0.0,0.0,0.6467503213858009,0.0,0.23222975310562943,0.1771769719350411,0.0,0.043972885691980615,0.0,0.010881597988181217,0.0,0.0,0.0
913 - Honey,0.8769625143869528,2.764382336358389,0.0,0.0,0.7125383383889624,0.3635768442266054,0.0,0.5958984581063933,0.6333743961211421,0.0,0.21744384634095065,0.0,0.13547784050896447,0.0,1.048580549456291
"914 - Jelly, all flavors",2.1334820416766704,1.5835994241435474,0.0,0.0,0.07263947750154673,0.21954409132037608,0.0,0.31855335409342206,0.19428600725491216,0.42962465115680076,0.24040594388336775,0.38702995278808905,0.0,0.0,0.3404383563361365
915 - Gelatin dessert,0.8622469675644303,0.07507123900393174,0.5637673549955953,0.0,0.0,0.6842175738351093,0.1394357436997691,0.34167760715394563,0.0,0.0,0.043118357353507046,0.0,0.0,0.2370275735373227,0.3572032092220682
916 - Ice pop,0.10145074376973759,0.7085070503999422,0.1281300521650538,0.0,0.0,0.7235931476568946,0.0,0.0,0.0,0.0,0.0,0.034757916339786525,1.141311006537297,0.03093039708923131,0.0
917 - Hard candy,2.2683650102337687,3.206326816258711,0.9317660850688575,0.0,0.6316637034718976,0.8890188256098474,0.0,0.7034552524415899,0.5172430594663814,0.6554949377666544,0.04544121355552803,0.2504824275949077,1.757877822761707,0.24010378575516875,0.24493978956870166
"918 - Chewing gum, NFS",0.15206871253482585,0.1144603971234809,0.26336459666987333,0.19106272908471258,0.08904524254848245,0.16523733184483153,0.1056117357217028,0.0,0.14258545500261705,0.0,0.024191341178100297,0.0,0.2394461656269085,0.01378104115768445,0.0
"921 - Coffee, made from ground, regular",8.496969733755094,8.990831926444228,1.497421979441383,1.6148021780743318,0.0,0.0,4.741243372934798,1.9212234952942733,0.0,2.212504320951892,0.0,0.4106746298750524,0.0,1.8049299257428193,0.0
"923 - Tea, leaf, unsweetened",0.0,0.0,0.0,0.0,25.951474495518212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"924 - Soft drink, cola-type",0.0,11.51853289632414,2.6462341421703623,0.8257975946664322,0.0,0.0,4.35425296679523,1.750519622810741,0.0,1.1975070337231333,0.0,0.0,8.736694782116809,0.30384662572610643,0.0
"925 - Fruit juice drink, with high vitamin C",0.0,0.0,0.0,0.0,0.0,31.909701763594178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
926 - Red Bull Energy Drink,0.0,0.0,0.1507001428285625,0.43500888144089145,0.0,0.0,4.886712006712478,0.0,0.0,0.0,0.3245932280314497,0.0,1.3621157584437817,0.0765263329470341,0.0
928 - Nonalcoholic malt beverage,0.14755410497085997,0.274463875873313,0.09848661498786707,0.0,0.03484794514387389,0.0,0.0,0.016635012331836237,0.31588674089895497,0.074845706293276,0.0,0.0,0.0,0.09774390543106358,0.07665989381102103
931 - Beer,0.0,0.0,0.0,28.679997507556834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
933 - Rum and cola,1.5342411026715395,0.18048201365351546,0.14566502960702907,1.7802332319881615,0.0,0.6190593684827839,0.0,0.156604460895351,0.0,0.0,0.0,0.0,0.8018549228772281,0.0,0.06486299670719493
"934 - Wine, table, red",10.768061237758875,0.0,0.0,0.9807555152150287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
935 - Vodka,1.420384629981739,0.16411250929788526,0.0,2.7468812343342135,0.0,0.8636393000048929,0.0,0.2685763418601837,0.5574672603193511,0.12082062370262897,0.0,0.0,1.2254571770133662,0.0,0.26214689407688413
"940 - Water, tap",14.22881318351333,8.680489092387118,0.0,2.346594398507112,0.0,0.0,1.3273528205897507,1.5135412027278192,1.7928063406491674,0.9263274671826094,0.6679832918441515,1.5535184686421697,1.856819342244254,0.29125662839921673,0.0
"941 - Water, bottled, unsweetened",0.0,0.0,27.24485981365431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942 - Glaceau Water,0.0,0.46554078769355073,0.589519835795227,0.08932564828158181,0.0,0.6350151107184725,0.08843806677817038,0.0,0.3749337566776823,0.0,0.0,0.0,0.724182229782844,0.0,0.0
