seqn,factor_0,factor_1,factor_2,factor_3,factor_4,factor_5,factor_6,factor_7,factor_8,factor_9,factor_10,factor_11,factor_12,factor_13,factor_14
51783,0.0,0.017030096020980465,0.4414349994181904,0.0,0.0,0.40952756684740144,0.7496159123166163,0.0,0.0,0.0,0.8479699649648231,0.0,0.0,0.0,0.02381823075736972
51784,0.06600407600122353,0.13628299820165707,0.5440053613685474,0.7210169730997527,0.010151405802167163,0.0,0.8749383947018929,0.029412483320580406,0.0,0.0,0.0,0.0,0.0,0.006926543230003341,0.0
51787,0.5205133648003973,0.31629745698131756,0.0,0.6359823824450419,0.5227873778903215,0.05673058357541526,0.17149305625087166,0.13703822810841262,0.639510994121657,0.0,0.0,0.0,0.2716017545557962,0.0,0.017785360412267397
51790,0.26601473486923016,0.5501201949611939,0.06071288403074727,0.0,0.6296369703955239,0.019896920283201433,0.009129574657153037,0.15142415745518178,0.0,0.018813946266407942,0.0004176381121787013,0.0,0.01971940222254922,0.0226688869847039,0.0
51791,0.0971176387539976,0.0,0.5227344921112309,0.0,0.013850971736443562,0.0,0.0,0.16466094325713032,0.06960502380308158,0.02491618848686541,0.029409870596464455,0.02449420196975084,0.0,0.00976798730740279,0.027725985424580744
51793,0.0,0.4114742883114142,0.3984348910599435,0.0,0.0,0.0,0.009082655027706955,0.038646701008783625,0.0,0.012947301408842489,0.0,0.015152369118873368,0.5794135603453247,0.8788085575885629,0.12016567932613623
51795,0.007393635797397134,0.5319579563504303,0.3973752259402927,0.0019495479097984129,0.0033938633153794344,0.01683044177647774,0.2209038772457795,0.2735326066987393,0.722067819041083,0.030007952566731288,0.0,0.0,0.04266378805642214,0.0,0.0
51796,0.4343530736331788,0.5249292085308509,0.0,0.020025155765565197,0.011299115230135753,0.0019100994004575243,0.15710913209051813,0.0,0.008626759049611745,0.0,0.0,0.0,0.015657919270990854,0.0,0.1009356423074793
51798,0.19551697296526088,0.22489617871080042,0.37558607532247446,0.0,0.5443174326496398,0.007265484462150913,0.0,0.0,0.0,0.0,0.0,0.8773315462828735,0.0,0.0,0.5429867494998785
51799,0.052738561494649214,0.25277468184754887,0.48167992674711607,0.023148048657507327,0.05219711889761267,0.0328142144330997,0.8216516218843631,0.0,0.033074529130629304,0.0,0.046297745517745195,0.015534862641122605,0.01366944249966714,0.04818819133364271,0.0
51801,0.3687929920779544,0.3272224520635629,0.16889342222550396,0.0,0.537493184366745,0.043851385718965095,0.007701475961500075,0.0,0.03402036553417134,0.05826949085054276,0.04229289885195482,0.021510960559714347,0.10010348685823431,0.13596137980701986,0.0
51803,0.1528884617543289,0.07978243260620829,0.0,0.07812545225481995,0.45881058243979495,0.004390632074335094,0.0008410529747266706,0.75895328448481,0.0,0.03942032080368105,0.0,0.0,0.0,0.0,0.0045250785111111
51804,0.17878820789023,0.2540065094180815,0.013225751036117913,0.0,0.007902953138808247,0.0,0.0,0.8354513475690307,0.7648676951527436,0.021172282098183354,0.024606035574898863,0.0,0.0,0.015012516829305543,0.028925573297287142
51805,0.07232189839083931,0.28479430662313315,0.025435773672441108,0.025143545808348017,0.0,0.0020339369774819097,0.0,0.0,0.7331175446489143,0.0,0.8227198604688355,0.0,0.0810594380465119,0.0,0.0
